Data,Z1,Z2
2080,0.0319182,-1.21694
2081,-1.66098,-0.565208
2082,-0.36841,0.987463
2083,0.0215391,-0.210907
2084,0.431659,1.68648
2085,0.328282,-0.136648
2086,-1.13011,-0.031972
2087,-0.137806,0.693295
2088,0.461944,-0.698912
2089,1.81705,-0.0104528
2090,1.06221,-0.304517
2091,-0.775026,0.171002
2092,-0.244214,0.404392
2093,-1.13447,0.765475
2094,0.385579,-0.00229204
2095,0.125578,-0.798241
2096,-1.55274,1.08096
2097,-0.125441,0.72601
2098,1.25128,-0.0143969
2099,-0.948044,0.344671
2100,0.147978,-0.170628
2101,1.10798,0.564939
2102,-0.32942,0.947325
2103,-0.163037,-1.01666
2104,-1.59436,-0.67246
2105,1.03811,-0.173375
2106,0.0666088,-1.79203
2107,-1.27605,0.0512897
2108,0.731366,1.14432
2109,-0.363321,-0.376895
2110,0.707204,0.0673287
2111,-0.915835,0.634967
2112,-0.107395,0.289379
2113,-0.0592461,-0.774311
2114,-1.35079,0.109154
2115,0.244749,1.14549
2116,-0.434383,2.66296
2117,-0.758454,1.64478
2118,1.0559,1.28116
2119,-1.02669,0.0936744
2120,-0.229768,-0.0522693
2121,1.2089,0.692225
2122,0.720843,-0.0675115
2123,0.105706,1.36602
2124,-0.329947,0.624374
2125,0.655777,-1.06433
2126,-1.035,-0.0167718
2127,0.795868,-1.81248
2128,0.0507049,-0.509045
2129,-0.574765,1.4354
2130,0.684401,-2.09216
2131,-1.9014,-0.415704
2132,-1.38341,0.0317058
2133,-0.147163,0.458629
2134,0.0972777,-0.531662
2135,-0.329905,0.910828
2136,-1.42698,0.558498
2137,-0.600585,-0.25304
2138,0.575144,0.357305
2139,0.958187,-0.762702
2140,-0.398217,-0.632781
2141,-0.43176,0.557567
2142,1.11405,1.73574
2143,1.54893,-0.506449
2144,0.653805,-0.666751
2145,0.995555,-0.00515435
2146,1.53538,0.883086
2147,-2.70952,0.129729
2148,-2.01388,-2.69552
2149,-1.127,0.520282
2150,-0.963012,-1.05666
2151,0.223242,-0.0360527
2152,0.58616,-1.38808
2153,0.420002,0.274284
2154,0.488301,1.30461
2155,-0.329814,-0.272009
2156,1.8108,1.58831
2157,1.06596,0.715538
2158,1.35283,-1.04044
2159,1.10494,0.84912
2160,-0.478866,-0.564842
2161,1.18773,0.461315
2162,-0.167067,-1.06396
2163,-1.58458,0.480528
2164,0.403013,0.130661
2165,-0.973346,-0.227124
2166,1.18014,-0.975771
2167,0.285945,-0.0784851
2168,0.15703,0.276845
2169,-2.02472,1.29282
2170,0.171109,1.53283
2171,0.349608,0.321675
2172,0.919029,-0.629254
2173,0.344939,0.895852
2174,0.107547,-0.0272471
2175,-1.39915,-0.607586
2176,0.73975,0.606649
2177,-0.417912,-0.405069
2178,-1.81753,0.166883
2179,-0.814436,-1.50952
2180,-0.819111,1.2166
2181,-1.28474,0.237041
2182,-1.50619,-1.84729
2183,1.05796,0.113223
2184,1.50838,1.42572
2185,0.530808,-0.186609
2186,1.72033,0.831516
2187,-1.13643,1.47808
2188,-1.0254,-1.09227
2189,-0.495173,-0.518428
2190,0.602423,0.261672
2191,0.0647952,0.494289
2192,-0.809923,-0.0142119
2193,-0.362294,0.719299
2194,-0.860263,-0.775685
2195,1.47864,-0.823498
2196,-0.439795,-0.414499
2197,-0.0235122,-2.39246
2198,0.565698,0.00162714
2199,1.14959,-1.80403
2200,-0.58398,-0.0626679
2201,-1.13469,0.394636
2202,-0.823408,-0.910114
2203,0.691411,0.39767
2204,-0.321539,0.230499
2205,1.26828,-1.57669
2206,-1.11279,-0.063978
2207,0.145675,1.13664
2208,-0.425782,0.834961
2209,1.05649,-0.533588
2210,1.28765,-0.0699446
2211,1.69712,1.43419
2212,-1.34001,-0.336894
2213,0.786843,1.34838
2214,0.029547,0.278739
2215,-0.369626,-0.607575
2216,-1.30791,-0.482901
2217,-1.00111,-0.684467
2218,0.641058,0.0799431
2219,-1.44129,-0.231203
2220,1.40606,-0.343913
2221,-1.16203,0.57367
2222,-0.315314,0.884288
2223,-0.460964,-0.186146
2224,-1.51304,0.0114604
2225,0.773804,-0.307741
2226,0.184489,1.18008
2227,0.746103,-0.342618
2228,-1.03477,0.267761
2229,-1.5696,0.754767
2230,0.475838,-0.44735
2231,1.129,-0.878335
2232,1.28272,-0.74828
2233,-0.982611,-1.20372
2234,-0.214228,-0.266478
2235,1.5869,-0.183078
2236,0.671908,-1.51125
2237,-0.916165,-0.710641
2238,-0.49751,1.48558
2239,-0.331736,-1.12274
2240,-2.29516,0.178381
2241,-0.0415559,0.92849
2242,0.109492,-0.30922
2243,-0.565943,0.169729
2244,-0.876207,-0.364821
2245,0.100387,-0.631021
2246,1.62076,-1.49299
2247,-0.0261139,-0.683156
2248,0.496432,-0.484232
2249,0.221565,0.0303094
2250,-0.205476,0.314079
2251,-0.523345,0.141436
2252,-1.50767,1.9617
2253,0.419952,0.016194
2254,-0.458714,1.0983
2255,-0.0121452,1.36942
2256,-0.633795,0.341836
2257,0.0126027,-0.100006
2258,0.0851397,0.310015
2259,0.138259,-1.05314
2260,0.852466,-0.126121
2261,-0.807349,-0.600838
2262,-0.129779,-0.440162
2263,0.354809,-0.538612
2264,-1.23604,0.410845
2265,0.796839,-0.0507971
2266,-1.59426,-0.182843
2267,-0.499559,1.94323
2268,2.71771,-0.45335
2269,0.237732,1.08116
2270,0.110845,1.76139
2271,-0.877907,-0.17367
2272,0.0549968,0.292031
2273,1.32211,-0.0215511
2274,0.936992,0.200247
2275,-2.00113,-1.83664
2276,0.608777,-0.432444
2277,1.3941,0.869043
2278,-0.52478,0.116738
2279,0.719366,-0.745241
2280,-0.888196,0.0285375
2281,0.0796557,1.02682
2282,-0.00317286,2.64738
2283,0.147289,-1.24165
2284,0.312086,1.15898
2285,-1.4153,0.848146
2286,0.386892,1.10271
2287,0.190474,1.78707
2288,-0.0547979,-0.304604
2289,-0.428265,-1.69553
2290,1.17462,1.18236
2291,0.224459,-0.00180775
2292,-0.0302574,-0.336079
2293,0.748637,-1.49597
2294,1.54612,0.568663
2295,0.578578,1.39016
2296,0.423153,-0.535234
2297,-2.59318,-0.354992
2298,-0.337302,0.171618
2299,0.183334,-1.91499
2300,0.301445,-0.409257
2301,1.14155,0.0227682
2302,-0.624417,-0.696049
2303,1.75531,0.376892
2304,1.09274,-3.16885
2305,-0.311184,-0.118023
2306,-0.521716,-1.45871
2307,0.447226,-1.17696
2308,0.342378,1.02529
2309,-1.16331,0.561868
2310,-0.250664,2.02508
2311,-0.406334,0.156075
2312,-2.60696,0.35077
2313,-0.238316,0.986414
2314,0.734715,-0.874587
2315,-1.23102,1.57906
2316,0.405034,0.223443
2317,0.351444,2.8018
2318,-1.65095,0.352664
2319,0.094161,0.497892
2320,-1.36603,-0.0654044
2321,-0.975998,-2.40926
2322,-0.872078,0.289868
2323,-1.33524,0.357558
2324,-1.67523,0.453428
2325,0.333834,0.731501
2326,1.17519,-0.61118
2327,0.259512,1.09202
2328,-0.751931,-0.169387
2329,-0.332985,1.11127
2330,-1.46924,0.651462
2331,-1.11276,0.396842
2332,-0.831394,-0.482329
2333,0.616307,-1.47762
2334,0.463503,1.35168
2335,-0.97444,2.18662
2336,0.506756,0.932179
2337,-0.973859,0.906626
2338,-0.211816,-0.861519
2339,-1.75115,-0.0663503
2340,-0.0548905,3.00497
2341,-0.533664,-0.704948
2342,2.1156,-0.179738
2343,-1.08085,-1.11351
2344,-1.10203,-0.383038
2345,0.0262536,1.52535
2346,0.253636,0.761974
2347,-1.4685,1.11313
2348,-0.36357,-0.822193
2349,-1.42985,-0.618961
2350,0.874423,0.234788
2351,-0.179185,-0.667213
2352,-1.54704,-0.428935
2353,-1.03595,-1.6926
2354,-1.38887,-0.478265
2355,-0.168632,1.11145
2356,1.05017,0.135668
2357,-0.548746,1.92074
2358,-0.452197,-1.44733
2359,0.526696,-0.0489209
2360,-1.60563,-0.393868
2361,-0.994447,0.67656
2362,-1.03197,-0.132814
2363,-0.607093,-0.841159
2364,-1.64438,0.391359
2365,1.8603,0.245042
2366,1.07746,0.370915
2367,-0.0160804,0.156713
2368,0.7766,-0.451237
2369,2.52261,-0.993729
2370,1.18294,-0.741826
2371,-0.856978,0.119995
2372,1.66621,0.206812
2373,0.388104,0.403765
2374,-0.285517,-1.22918
2375,-1.72667,1.51071
2376,1.09577,0.791733
2377,0.385759,2.24935
2378,0.186551,0.499288
2379,-1.13185,1.49573
2380,1.12747,-0.956879
2381,0.755954,0.30165
2382,0.0424206,1.96178
2383,2.34342,-0.391376
2384,0.0153207,1.27321
2385,-1.18994,-1.14061
2386,-0.272851,-1.36178
2387,0.769912,-1.04527
2388,-1.73734,0.483493
2389,-0.77071,1.91941
2390,0.550838,1.43224
2391,-0.661234,0.895027
2392,-0.25542,-0.12971
2393,1.49441,-0.287746
2394,-2.38472,-1.09703
2395,2.02126,-0.241441
2396,0.56699,-0.240872
2397,-2.11357,-0.465913
2398,-0.118982,-0.82468
2399,-1.09229,-0.35124
2400,-0.0581042,0.242126
2401,-0.145885,-2.73162
2402,0.344096,0.060184
2403,0.138073,-1.12699
2404,-0.852131,-0.709395
2405,0.3305,-1.37317
2406,1.68819,-0.486425
2407,-1.44205,0.429165
2408,0.497942,0.733641
2409,-0.995082,1.32077
2410,-0.947615,-2.01824
2411,0.303141,-0.0658799
2412,-0.198419,-0.993257
2413,0.986914,-0.820801
2414,0.467277,-1.14621
2415,0.884063,0.445866
2416,-0.426202,-1.28988
2417,-1.69149,-1.02427
2418,0.489035,0.547349
2419,0.995171,-0.97819
2420,1.19805,-0.335022
2421,0.512377,-0.315052
2422,-1.5913,-1.15979
2423,1.04976,-0.421924
2424,1.96426,0.126731
2425,0.851605,1.08785
2426,-0.555798,0.610549
2427,-0.875662,1.88374
2428,-0.702743,-0.559923
2429,0.324402,-1.17945
2430,0.267464,0.391155
2431,-0.226054,-0.199239
2432,0.24944,0.61967
2433,-0.378991,0.794863
2434,-0.194062,-0.633914
2435,-0.235937,-0.873851
2436,-0.393913,1.41466
2437,1.75546,0.848496
2438,-0.410215,-0.394569
2439,-0.226806,0.307368
2440,-0.291599,0.176346
2441,0.56587,-1.54516
2442,-1.0899,0.767469
2443,-0.0451742,0.915038
2444,-0.954477,1.19101
2445,0.0830917,-1.95294
2446,0.463162,-0.469984
2447,1.1504,-1.59426
2448,-1.08567,-1.14235
2449,-0.806249,-0.663902
2450,1.09089,-0.86765
2451,-0.13174,0.289624
2452,0.333002,-0.373863
2453,-0.0702851,0.17475
2454,-0.168476,-0.0447695
2455,0.546485,0.840769
2456,0.504026,-0.561522
2457,1.56614,1.35469
2458,-0.752807,-0.645011
2459,0.292919,-0.545537
2460,0.160222,1.80483
2461,0.158275,-1.63998
2462,-0.557606,-1.09399
2463,-0.48639,-1.28336
2464,0.819425,1.79644
2465,0.0414635,1.56939
2466,-1.52844,0.160463
2467,1.23,-0.865944
2468,-1.69109,0.0855184
2469,0.881881,-0.237153
2470,1.69815,0.323261
2471,-0.781455,0.758603
2472,0.194698,1.19865
2473,0.233414,-1.12081
2474,0.672795,0.0357697
2475,-0.829061,-0.173776
2476,0.749735,0.940508
2477,1.86599,-1.399
2478,0.742594,-0.110593
2479,1.7455,-0.968613
2480,-0.341541,0.169917
2481,0.20533,-1.35948
2482,2.75296,-0.0675833
2483,-2.78978,1.4201
2484,-0.778271,-1.85043
2485,-3.29988e-05,0.687934
2486,1.32698,0.292918
2487,0.471984,1.43166
2488,0.598843,-1.24825
2489,0.234482,0.155838
2490,0.794901,-0.532701
2491,0.622244,-0.188631
2492,-0.00816085,-0.11633
2493,0.35256,-0.105845
2494,1.6731,0.370667
2495,0.227478,-0.828303
2496,-0.946134,0.102265
2497,1.35092,1.19644
2498,0.370162,-0.751162
2499,0.193385,4.01887
2500,0.03573,-0.150994
2501,0.462875,-0.130874
2502,0.818795,-0.575745
2503,-0.722914,-0.627617
2504,-1.47218,-0.988419
2505,-1.16585,-0.109528
2506,2.06406,0.719858
2507,-0.513293,0.5056
2508,-1.43931,-0.66647
2509,0.299008,0.161677
2510,1.38659,0.641569
2511,-0.225613,-0.527343
2512,0.451774,0.524369
2513,0.457067,1.23996
2514,-0.792804,1.09847
2515,-0.117723,-0.855377
2516,2.19821,1.16366
2517,2.91755,0.0800214
2518,-1.43991,-0.0553869
2519,3.06746,0.669714
2520,0.399731,1.51214
2521,-0.6627,1.18444
2522,0.0356427,-1.04532
2523,-0.39537,0.219944
2524,0.245003,0.600652
2525,-0.879575,0.728253
2526,-1.06229,0.919754
2527,-0.301171,-1.11802
2528,1.02683,-0.227282
2529,-0.694051,-0.272869
2530,1.70021,0.946896
2531,0.979353,-0.719694
2532,1.01781,-0.602672
2533,1.11101,0.871198
2534,-0.605726,0.657248
2535,1.21362,-0.637689
2536,0.325464,0.750564
2537,-0.080662,0.825031
2538,2.41528,-0.0245472
2539,-0.320638,-0.467284
2540,-0.598412,2.55621
2541,-1.90959,-1.36503
2542,-0.509831,-0.0227447
2543,-0.734449,1.31327
2544,-0.174804,0.0433425
2545,1.0939,0.104778
2546,0.208234,-2.05459
2547,1.28585,0.323147
2548,0.605448,-0.799293
2549,-0.238504,0.224354
2550,0.403842,-1.65417
2551,-0.615334,0.357772
2552,1.34888,0.169525
2553,0.27338,0.213695
2554,-1.70161,-0.870705
2555,0.17739,1.72714
2556,0.426026,-1.01483
2557,-0.6902,-0.81507
2558,-0.283789,1.13731
2559,1.58397,0.121731
2560,0.23262,0.360452
2561,0.0891241,1.40763
2562,-0.820503,-0.120669
2563,-0.289203,0.567128
2564,0.0708701,-0.606379
2565,1.92972,-0.257575
2566,1.14517,-0.266639
2567,0.57723,-0.192417
2568,-0.671963,1.54355
2569,-0.42921,0.796618
2570,0.354451,1.40841
2571,-1.79698,-0.168125
2572,1.41946,1.06592
2573,-0.384971,1.64588
2574,1.54628,0.531971
2575,0.590565,-1.25435
2576,0.0754875,-1.55018
2577,-0.745719,0.440304
2578,0.830547,-0.186846
2579,-0.461115,0.14662
2580,0.303679,-0.0296167
2581,-0.302214,-1.29881
2582,0.45535,0.422855
2583,0.829963,-0.783579
2584,1.33475,-0.955861
2585,-0.29633,-1.97868
2586,-0.0289802,-0.0682803
2587,-0.754672,-1.74542
2588,1.6499,-0.0158192
2589,0.525494,-1.88791
2590,-0.253044,-0.921048
2591,1.61834,0.637152
2592,0.00944717,1.65603
2593,0.724491,-1.01095
2594,-0.635647,1.30597
2595,-0.03435,1.42995
2596,-1.41295,1.06932
2597,-0.274211,-0.563657
2598,-0.711959,-0.751141
2599,0.581648,0.520532
2600,0.842639,-0.213998
2601,0.379369,0.0717648
2602,1.07434,-0.245373
2603,-1.10712,0.954128
2604,1.26369,-0.160542
2605,-0.636269,-0.011653
2606,0.616632,-0.622842
2607,0.764871,-0.573223
2608,1.82069,0.466477
2609,-0.562888,-0.418404
2610,-0.981319,-0.468413
2611,-1.13875,1.8478
2612,-1.11165,-0.794641
2613,0.524153,-0.53065
2614,0.940189,1.19533
2615,-0.0257067,-0.412917
2616,1.18269,1.74683
2617,-1.05991,-0.233645
2618,-0.392904,0.912074
2619,-0.735555,1.11683
2620,-0.424264,1.8821
2621,-0.511464,0.0604481
2622,1.83836,0.149441
2623,1.50707,-0.127456
2624,0.475133,0.254325
2625,0.917613,0.764355
2626,-0.318859,-0.116686
2627,-0.243161,-0.75284
2628,3.08094,0.104017
2629,0.611896,-1.00386
2630,-0.143947,-0.615955
2631,-0.599846,-0.651369
2632,0.0069652,-1.01603
2633,-0.333202,-2.15706
2634,-1.90739,0.771942
2635,2.07032,-0.256566
2636,1.08638,0.264838
2637,0.571397,0.687103
2638,-0.720149,-0.21342
2639,1.04899,0.670793
2640,0.854529,-0.118233
2641,0.260377,-0.605868
2642,2.09,1.86247
2643,-0.958835,1.22943
2644,1.38611,-0.180418
2645,-0.035621,0.526564
2646,1.32197,-0.797913
2647,1.08797,0.735768
2648,-0.0321089,-0.623678
2649,0.535431,-0.376494
2650,-1.07554,-0.723613
2651,0.390354,0.147579
2652,-0.683405,0.716324
2653,0.300896,-0.364378
2654,0.226269,-0.0237767
2655,-0.358062,-1.39504
2656,0.555883,0.712339
2657,0.0624567,-0.328869
2658,0.407977,1.54935
2659,0.578158,-0.14624
2660,0.703215,-0.201598
2661,-0.428323,-0.410723
2662,1.15412,-0.217635
2663,-0.119004,0.0132323
2664,1.81064,-0.28885
2665,0.234911,-0.665447
2666,-0.229432,-1.22798
2667,-0.230493,0.972812
2668,-1.23345,-0.424482
2669,-1.29075,-1.20859
2670,1.10767,0.347884
2671,-0.706463,-2.52962
2672,0.808929,-0.598286
2673,-0.333696,0.660943
2674,1.44881,0.347605
2675,-2.3557,0.926674
2676,-1.05287,-0.463704
2677,0.640861,-1.78805
2678,0.508431,-0.446477
2679,0.700905,-1.45455
2680,-0.056798,0.343634
2681,0.115589,1.12119
2682,-0.621388,-0.263912
2683,0.374805,-0.0919796
2684,1.49257,1.23651
2685,-0.38107,-0.347466
2686,0.546232,-1.59993
2687,0.443543,-0.213651
2688,-1.37003,-1.02901
2689,-0.903126,-1.13807
2690,1.20709,2.28159
2691,-0.412415,-0.350354
2692,0.180304,-1.88334
2693,-0.397804,-2.87818
2694,-1.36097,-0.541711
2695,-0.587528,0.243436
2696,-1.34595,-0.68709
2697,-0.377425,-0.861104
2698,0.184619,-0.54451
2699,-1.56299,-0.852693
2700,1.66395,-0.474261
2701,1.12648,-0.843216
2702,0.165148,-1.37864
2703,0.795562,-1.34372
2704,0.324207,-1.48256
2705,-0.793879,0.354011
2706,-0.415494,-0.878784
2707,0.71899,-1.79408
2708,1.00285,-0.293333
2709,1.00982,-0.204699
2710,1.58623,-0.837749
2711,-1.05438,-0.578634
2712,0.900953,0.171148
2713,1.33139,-0.315115
2714,0.160696,0.289225
2715,-0.255284,0.0513152
2716,-1.24511,-0.0931683
2717,2.70617,-0.433843
2718,0.915973,0.363468
2719,1.19749,1.1516
2720,-0.0552575,0.676144
2721,-1.65386,-0.191285
2722,0.0260343,0.640828
2723,-1.59148,-0.135363
2724,1.84093,1.49206
2725,-0.576977,0.513074
2726,1.19678,0.388515
2727,2.28877,0.694792
2728,0.663602,0.936568
2729,0.576289,-1.29351
2730,-1.04918,-0.592384
2731,-0.89816,0.55714
2732,0.937634,-1.57815
2733,-0.934324,0.245597
2734,-1.7684,-0.00661248
2735,-0.110369,0.15999
2736,-0.0718168,0.476421
2737,-0.919963,0.149929
2738,-0.0862798,0.313108
2739,0.746358,-0.163701
2740,0.954418,-0.716134
2741,-0.0346635,-0.980711
2742,-0.416191,1.41959
2743,0.202006,-0.504062
2744,0.572832,-0.264381
2745,-2.0357,-0.75516
2746,-0.20149,2.62014
2747,-0.083707,0.593052
2748,-0.0640543,-1.41298
2749,-0.943979,-2.07742
2750,0.0368561,-1.96606
2751,-1.00235,-0.333169
2752,-1.39851,-0.924245
2753,-0.0425176,1.70199
2754,1.47673,1.48362
2755,0.203494,-0.568794
2756,0.507427,-1.16225
2757,-0.952912,1.32512
2758,-1.22684,0.753879
2759,-0.844126,-1.04671
2760,0.280804,-0.0697679
2761,-0.366243,-0.819725
2762,0.813055,-0.923463
2763,-0.678839,-0.627613
2764,0.73215,-0.312861
2765,-0.0922281,0.193814
2766,-1.5813,0.594197
2767,0.784791,-0.637068
2768,-1.31512,-2.14687
2769,0.291253,-0.708206
2770,1.6097,0.341432
2771,-0.696339,-1.63194
2772,-0.486652,1.40643
2773,-0.892822,-1.3693
2774,-0.562464,-1.18669
2775,-0.0150953,-0.167309
2776,-0.335479,-0.14309
2777,-1.40808,-0.102376
2778,-1.70673,-1.25196
2779,-0.570139,0.792516
2780,0.364877,0.366437
2781,1.54897,0.219767
2782,-0.334215,1.56643
2783,-0.0396005,0.757869
2784,-0.432366,-1.97807
2785,-0.0513048,-0.413833
2786,-1.32708,0.648519
2787,0.903448,-0.599188
2788,0.838378,-0.858924
2789,1.23029,-0.747089
2790,0.231754,0.0387511
2791,-0.758387,1.27785
2792,1.04832,-0.615321
2793,0.449913,-1.49888
2794,-0.419594,0.492052
2795,-0.366135,0.814027
2796,0.717461,1.09461
2797,0.300305,0.0585399
2798,0.61321,1.94108
2799,1.04922,-0.723134
2800,1.60307,-1.13735
2801,1.15229,-1.75654
2802,1.29695,-0.299881
2803,1.73661,0.364525
2804,0.131329,1.47294
2805,0.222374,-2.33695
2806,1.20214,1.82795
2807,-1.09848,1.36051
2808,0.918014,1.65376
2809,-0.12963,0.163611
2810,1.17385,-1.63467
2811,0.831685,-0.234291
2812,1.30345,1.54256
2813,0.440577,-1.12553
2814,-0.513882,0.130349
2815,1.12706,0.505047
2816,-0.791989,0.496555
2817,0.219489,-0.269353
2818,-0.336456,-0.579248
2819,-0.736022,-0.103203
2820,-1.05672,0.547639
2821,1.20637,-0.904461
2822,-0.414988,-0.849717
2823,2.17511,0.280995
2824,-0.926333,-0.534562
2825,-0.839304,-2.62432
2826,-0.46813,-1.22243
2827,1.64964,-1.12254
2828,-3.15876,-1.20496
2829,-0.478419,-0.848951
2830,0.092823,-0.380527
2831,-0.84394,-0.594514
2832,-1.39514,-1.00377
2833,0.453451,-0.0222773
2834,1.75856,0.614069
2835,-0.497487,0.68458
2836,0.403,-0.231686
2837,-1.25558,-1.79054
2838,0.282858,1.36611
2839,-0.821725,0.197902
2840,-0.919945,-1.16292
2841,-0.473304,-0.66542
2842,-0.194722,-0.103821
2843,-0.587264,-0.639181
2844,-1.10864,0.638918
2845,-0.199982,0.169954
2846,-1.84885,0.0111676
2847,-1.59387,-0.903961
2848,0.693768,0.605001
2849,-0.146027,-0.0826706
2850,-0.0675854,0.807906
2851,-1.71833,-1.93777
2852,0.0388893,-0.360928
2853,-0.0231548,-0.0342634
2854,-2.03542,-0.773314
2855,-0.56985,0.586397
2856,0.526617,1.31698
2857,0.890506,-0.160686
2858,-1.44514,1.41369
2859,0.554791,0.221749
2860,-0.851014,1.1739
2861,0.586821,-0.872128
2862,-1.53548,-1.46562
2863,0.487874,-0.0993834
2864,0.208313,0.024802
2865,-0.287926,-1.49496
2866,0.762309,1.55596
2867,-0.02982,0.417053
2868,-0.176218,-1.0511
2869,-0.298219,0.119829
2870,0.0234156,-0.80447
2871,-1.07843,-0.940998
2872,-0.42531,-0.107709
2873,1.33324,-0.104777
2874,-0.117461,1.32748
2875,0.37336,1.04045
2876,0.0197737,-1.61749
2877,-0.663642,-0.745218
2878,0.495758,0.0642386
2879,0.717129,1.79044
2880,0.779842,-0.443967
2881,0.521478,-0.529565
2882,-1.65481,-0.504945
2883,-1.64074,-0.0902287
2884,-0.798807,0.991297
2885,0.672741,0.319458
2886,-0.111233,1.20698
2887,1.58735,-2.23484
2888,-0.652355,-0.576084
2889,0.509855,2.32297
2890,0.5293,-0.755589
2891,-0.0204988,-0.589567
2892,0.957855,-0.67188
2893,-0.107045,-0.331634
2894,-1.10445,-0.178039
2895,0.0643806,-0.240926
2896,0.683844,0.380165
2897,-1.05628,-0.0963736
2898,1.49581,1.35788
2899,-0.656687,-1.2398
2900,0.921016,2.28676
2901,0.109751,-0.711857
2902,0.201105,0.0942236
2903,0.242645,0.384508
2904,2.50671,1.11521
2905,0.426175,-0.0357134
2906,-0.518814,1.99746
2907,-0.0196488,-1.23075
2908,1.42447,0.920161
2909,0.644382,-0.183663
2910,2.3379,0.800809
2911,1.26976,0.467569
2912,-0.501359,-0.234257
2913,-0.00288912,-0.0427081
2914,0.0221004,-1.46343
2915,-0.374628,-0.962214
2916,0.237208,-0.621027
2917,-1.10427,-0.424398
2918,0.468591,-1.37338
2919,-0.396076,-0.91125
2920,-0.158443,0.118767
2921,2.02634,0.965564
2922,-0.894409,0.357992
2923,0.377843,1.11722
2924,-0.0455482,-0.901553
2925,1.17946,-0.752313
2926,-0.139844,-1.18179
2927,-1.14888,-1.16603
2928,-0.75712,0.89933
2929,0.315703,-0.237736
2930,-1.28687,-0.516507
2931,0.0669474,-0.52798
2932,1.78555,0.0359554
2933,0.91943,-1.46943
2934,0.942238,-1.00118
2935,0.0831325,0.634175
2936,1.04179,0.664502
2937,-0.675586,1.96709
2938,0.821837,-0.28733
2939,-0.143993,-0.264453
2940,-2.00664,-0.49632
2941,-0.319453,1.20054
2942,1.89507,0.347584
2943,0.5418,0.583491
2944,-2.42342,0.391135
2945,0.266738,1.18594
2946,2.90546,0.36572
2947,1.2544,0.0666913
2948,0.248313,-0.218224
2949,0.855709,0.372862
2950,-0.797032,-0.446998
2951,0.455035,-0.326924
2952,-0.171959,-1.40246
2953,0.259993,0.922411
2954,-0.807818,0.621159
2955,1.19624,-0.437372
2956,-1.7449,-0.56405
2957,-1.03125,-2.07112
2958,0.644586,-0.639201
2959,0.106834,-0.264962
2960,0.323821,0.215213
2961,-0.791288,0.434647
2962,1.13056,0.840194
2963,1.20687,0.169577
2964,2.44537,0.183687
2965,-0.663817,0.973006
2966,-0.118164,0.965255
2967,-0.175949,-1.4038
2968,0.591304,0.649428
2969,-0.264682,-0.249362
2970,-0.907454,0.443456
2971,-0.494039,-0.513481
2972,-0.353268,0.462216
2973,1.86275,1.55952
2974,0.533342,-2.09545
2975,0.493995,0.62361
2976,-0.27961,-0.751207
2977,-0.0528485,0.0576313
2978,-1.78675,1.35168
2979,-0.944404,-0.444803
2980,-0.220152,-0.0188101
2981,1.70611,0.794584
2982,-0.626187,0.353238
2983,-0.121204,0.401412
2984,-0.951473,0.220289
2985,-0.410509,0.837286
2986,0.042865,-0.0487799
2987,0.234365,-0.999828
2988,0.538966,0.899665
2989,-0.0655701,-0.773108
2990,2.00547,0.0238437
2991,-2.45554,0.526504
2992,0.757791,1.29346
2993,-1.05982,-1.82059
2994,0.0811783,1.36513
2995,0.47213,0.974526
2996,0.149847,0.722311
2997,-1.44911,-0.339898
2998,0.177655,-0.745029
2999,-0.603364,0.790699
3000,-0.504102,0.531028
3001,-0.837907,-1.24246
3002,0.836476,-1.3975
3003,-0.168106,-0.0718919
3004,1.1211,-0.33798
3005,-0.936587,0.54865
3006,-1.667,-0.933223
3007,-0.5697,-0.439454
3008,2.55066,-0.955941
3009,-0.407716,1.31114
3010,0.809074,-1.33539
3011,0.0268306,-0.273617
3012,0.289244,-1.95827
3013,-0.945279,-0.514523
3014,-1.21544,-0.279931
3015,-0.752549,0.226165
3016,1.51234,1.14888
3017,1.26612,1.77104
3018,1.48768,-1.05892
3019,0.750434,-1.87255
3020,-1.0279,-0.560264
3021,-0.585905,0.740072
3022,-1.25382,-0.491001
3023,-1.6133,0.0617464
3024,0.648288,0.635518
3025,0.000913914,1.00342
3026,-0.690007,0.618579
3027,-0.0881052,0.754474
3028,0.157754,-0.881268
3029,0.0878946,0.213258
3030,-1.00657,1.39072
3031,-1.26365,-0.614222
3032,-0.777107,-0.936842
3033,0.908368,1.35281
3034,0.0756197,0.158247
3035,-0.118047,-0.408443
3036,1.23637,-0.788276
3037,-0.0897573,-1.19722
3038,2.29924,0.846159
3039,1.06545,-2.86331
3040,-0.633312,-0.440168
3041,0.757741,0.855332
3042,0.481437,1.44633
3043,-0.0501963,0.494798
3044,0.461865,-0.330356
3045,0.38636,0.441379
3046,-0.430554,-0.182472
3047,-0.263642,-2.60876
3048,0.840376,-2.05464
3049,-0.245739,0.0708312
3050,-1.27831,0.266916
3051,-0.819406,0.743702
3052,0.648429,-0.227401
3053,-0.552688,0.938214
3054,-1.15319,0.795279
3055,-1.61941,-0.843986
3056,0.529014,0.934746
3057,0.460068,-1.02471
3058,0.918976,-1.37315
3059,-0.174443,-0.135149
3060,1.63828,0.0905663
3061,-1.37854,-1.06296
3062,-0.0755938,0.301716
3063,-1.04824,-1.23596
3064,-1.55453,0.73435
3065,0.58685,-0.427455
3066,-0.173308,0.180891
