Data,U1,U2
2471,0.552625,0.377361
2472,0.478388,0.224372
2473,0.519261,0.782678
2474,0.796948,0.00845363
2475,0.698535,0.532884
2476,0.485134,0.142888
2477,0.0659035,0.89761
2478,0.754396,0.97647
2479,0.136355,0.91937
2480,0.929823,0.426527
2481,0.388614,0.773858
2482,0.022558,0.996094
2483,0.00744811,0.425062
2484,0.133333,0.686636
2485,0.789286,0.250008
2486,0.397192,0.0345775
2487,0.321032,0.199316
2488,0.383516,0.821192
2489,0.961142,0.0933561
2490,0.632662,0.906034
2491,0.809463,0.953154
2492,0.993223,0.738853
2493,0.934493,0.953581
2494,0.230311,0.0346996
2495,0.691484,0.792657
2496,0.635836,0.482864
2497,0.196276,0.11536
2498,0.704243,0.822871
2499,0.000305255,0.242347
2500,0.988034,0.786981
2501,0.890751,0.956145
2502,0.605952,0.902463
2503,0.632387,0.613788
2504,0.207601,0.594104
2505,0.503785,0.514908
2506,0.0916972,0.0534074
2507,0.771398,0.376202
2508,0.284249,0.569018
2509,0.943864,0.0788904
2510,0.311264,0.0689718
2511,0.848321,0.685659
2512,0.786996,0.136814
2513,0.417613,0.193793
2514,0.399481,0.349498
2515,0.688828,0.728233
2516,0.0453602,0.0774865
2517,0.0141331,0.00436415
2518,0.35409,0.506119
2519,0.00723444,0.0342113
2520,0.294292,0.208869
2521,0.398107,0.331187
2522,0.578694,0.755425
2523,0.902717,0.419202
2524,0.810256,0.18836
2525,0.521001,0.389935
2526,0.372619,0.386425
2527,0.511538,0.708121
2528,0.575214,0.965331
2529,0.757234,0.559618
2530,0.150519,0.0808741
2531,0.477808,0.899136
2532,0.496795,0.914914
2533,0.369109,0.105838
2534,0.670696,0.368511
2535,0.39072,0.923002
2536,0.715598,0.184881
2537,0.709219,0.265511
2538,0.0540904,0.998383
2539,0.851648,0.654286
2540,0.0318681,0.286599
2541,0.0636142,0.598773
2542,0.8779,0.507096
2543,0.322375,0.331156
2544,0.983913,0.461318
2545,0.546734,0.0151982
2546,0.118559,0.766076
2547,0.415232,0.0391858
2548,0.604884,0.853175
2549,0.947802,0.379864
2550,0.234646,0.78811
2551,0.776221,0.416181
2552,0.396886,0.0198981
2553,0.941575,0.105594
2554,0.160928,0.575274
2555,0.22152,0.233711
2556,0.545696,0.813257
2557,0.565324,0.638173
2558,0.503083,0.288919
2559,0.28312,0.0122074
2560,0.912088,0.158788
2561,0.369841,0.239937
2562,0.709005,0.52324
2563,0.816575,0.325053
2564,0.829976,0.768517
2565,0.150305,0.978881
2566,0.500946,0.963591
2567,0.831013,0.94879
2568,0.24243,0.315348
2569,0.664042,0.328654
2570,0.348321,0.210761
2571,0.196184,0.514847
2572,0.206899,0.102512
2573,0.239652,0.286569
2574,0.262637,0.052736
2575,0.382479,0.820032
2576,0.299878,0.757744
2577,0.687302,0.415113
2578,0.696032,0.964782
2579,0.88953,0.451003
2580,0.954518,0.984527
2581,0.41102,0.713614
2582,0.82442,0.119114
2583,0.521306,0.879574
2584,0.25986,0.90109
2585,0.135134,0.726341
2586,0.997253,0.686117
2587,0.16398,0.685049
2588,0.256349,0.998474
2589,0.146581,0.793207
2590,0.6337,0.707327
2591,0.22036,0.0596942
2592,0.253785,0.249092
2593,0.461416,0.848964
2594,0.34826,0.322092
2595,0.359524,0.253822
2596,0.208059,0.396893
2597,0.821642,0.677938
2598,0.585348,0.629261
2599,0.737393,0.116184
2600,0.685287,0.960417
2601,0.928175,0.0297556
2602,0.544872,0.964263
2603,0.343681,0.386792
2604,0.444261,0.979888
2605,0.816697,0.502915
2606,0.681074,0.874203
2607,0.633303,0.897641
2608,0.170971,0.0399182
2609,0.78196,0.601733
2610,0.553663,0.570879
2611,0.0948413,0.337901
2612,0.393132,0.598773
2613,0.757173,0.87402
2614,0.314621,0.143925
2615,0.917979,0.740104
2616,0.108059,0.155278
2617,0.554884,0.534532
2618,0.610714,0.314737
2619,0.408944,0.342692
2620,0.155495,0.285287
2621,0.875794,0.481277
2622,0.182509,0.0129093
2623,0.31862,0.986572
2624,0.864835,0.0782189
2625,0.49011,0.110538
2626,0.943987,0.555834
2627,0.731288,0.700278
2628,0.00863859,0.00537126
2629,0.501038,0.837123
2630,0.818681,0.713462
2631,0.675672,0.63155
2632,0.596795,0.751091
2633,0.0923687,0.725608
2634,0.120391,0.438795
2635,0.113492,0.980377
2636,0.535165,0.0380566
2637,0.670788,0.139592
2638,0.754212,0.545854
2639,0.460623,0.0905484
2640,0.689286,0.978118
2641,0.804579,0.8146
2642,0.0198718,0.115848
2643,0.296581,0.355419
2644,0.376465,0.9794
2645,0.869994,0.26075
2646,0.303571,0.913572
2647,0.4221,0.0946379
2648,0.822833,0.741813
2649,0.807173,0.902463
2650,0.431624,0.594256
2651,0.916606,0.0575274
2652,0.612576,0.371258
2653,0.894353,0.859859
2654,0.974451,0.983337
2655,0.354457,0.710013
2656,0.664835,0.144536
2657,0.945513,0.77987
2658,0.277076,0.209021
2659,0.837088,0.96057
2660,0.765232,0.955565
2661,0.838553,0.621662
2662,0.50174,0.970336
2663,0.992857,0.482376
2664,0.186203,0.974822
2665,0.779579,0.80401
2666,0.458272,0.720603
2667,0.606685,0.287027
2668,0.427076,0.552751
2669,0.209432,0.61977
2670,0.509676,0.0484329
2671,0.0317766,0.706656
2672,0.602808,0.898648
2673,0.760256,0.324412
2674,0.329579,0.0374767
2675,0.0405983,0.440352
2676,0.515934,0.566027
2677,0.164652,0.804773
2678,0.795391,0.885311
2679,0.271581,0.821467
2680,0.941148,0.27607
2681,0.529823,0.23365
2682,0.796215,0.563921
2683,0.928236,0.961699
2684,0.152839,0.110111
2685,0.875488,0.617664
2686,0.23953,0.802362
2687,0.885867,0.928556
2688,0.230403,0.602527
2689,0.348046,0.643239
2690,0.0357448,0.172552
2691,0.863797,0.612079
2692,0.167002,0.765191
2693,0.0146825,0.728141
2694,0.342033,0.560289
2695,0.816911,0.437483
2696,0.319231,0.575121
2697,0.642766,0.684256
2698,0.84765,0.802026
2699,0.204945,0.579485
2700,0.22384,0.955809
2701,0.371581,0.897732
2702,0.38138,0.768975
2703,0.295452,0.835078
2704,0.316148,0.784265
2705,0.685379,0.433241
2706,0.623474,0.679708
2707,0.154457,0.810663
2708,0.579335,0.954711
2709,0.588126,0.968169
2710,0.200092,0.922666
2711,0.485165,0.579882
2712,0.656716,0.0298776
2713,0.392216,0.963012
2714,0.946734,0.169286
2715,0.966667,0.468429
2716,0.458639,0.511887
2717,0.0233822,0.9747
2718,0.615354,0.0601215
2719,0.251557,0.121891
2720,0.794444,0.262978
2721,0.250092,0.518326
2722,0.814103,0.243538
2723,0.279274,0.513504
2724,0.060348,0.108402
2725,0.742247,0.38432
2726,0.453114,0.0499588
2727,0.0572344,0.046907
2728,0.517491,0.151891
2729,0.366911,0.816706
2730,0.483913,0.581805
2731,0.572039,0.411634
2732,0.18547,0.835322
2733,0.627106,0.45909
2734,0.209371,0.500595
2735,0.981288,0.34611
2736,0.890415,0.273812
2737,0.64765,0.474288
2738,0.948626,0.292795
2739,0.746825,0.965636
2740,0.49072,0.897549
2741,0.617857,0.744377
2742,0.334799,0.295389
2743,0.862912,0.810663
2744,0.819536,0.931181
2745,0.0946886,0.556536
2746,0.0316545,0.262215
2747,0.835806,0.272317
2748,0.367766,0.74279
2749,0.0740232,0.682119
2750,0.144658,0.752983
2751,0.572436,0.551073
2752,0.24536,0.592944
2753,0.234737,0.253975
2754,0.111813,0.12537
2755,0.833211,0.804682
2756,0.447466,0.815516
2757,0.26395,0.349223
2758,0.354609,0.412305
2759,0.404915,0.641987
2760,0.959005,0.961241
2761,0.668284,0.683126
2762,0.469109,0.864895
2763,0.652228,0.618763
2764,0.728358,0.935728
2765,0.977228,0.320689
2766,0.240079,0.442793
2767,0.599969,0.891476
2768,0.042033,0.662526
2769,0.745879,0.812098
2770,0.258242,0.0332652
2771,0.207204,0.685812
2772,0.330403,0.303018
2773,0.262882,0.65804
2774,0.422192,0.679556
2775,0.985989,0.735679
2776,0.935653,0.564165
2777,0.369139,0.511551
2778,0.106441,0.600726
2779,0.62091,0.349254
2780,0.874847,0.12534
2781,0.294109,0.0224311
2782,0.277289,0.283456
2783,0.749786,0.258309
2784,0.128755,0.715751
2785,0.916728,0.730369
2786,0.335928,0.427656
2787,0.555647,0.906796
2788,0.4866,0.873074
2789,0.354915,0.913144
2790,0.972772,0.026368
2791,0.331532,0.335246
2792,0.477686,0.915525
2793,0.293895,0.796411
2794,0.811325,0.362377
2795,0.671429,0.31727
2796,0.424664,0.157659
2797,0.954274,0.0306406
2798,0.125946,0.2013
2799,0.444017,0.903958
2800,0.144902,0.901791
2801,0.110073,0.842402
2802,0.412302,0.963836
2803,0.207143,0.0329295
2804,0.335073,0.235847
2805,0.0635836,0.765099
2806,0.0913309,0.157414
2807,0.216789,0.358104
2808,0.167155,0.169347
2809,0.978449,0.356639
2810,0.13199,0.849116
2811,0.688462,0.956297
2812,0.130128,0.13834
2813,0.481685,0.809381
2814,0.868895,0.460463
2815,0.466422,0.0670492
2816,0.646032,0.410871
2817,0.941422,0.858821
2818,0.799023,0.66625
2819,0.758669,0.522172
2820,0.492491,0.423902
2821,0.320879,0.89761
2822,0.639469,0.677694
2823,0.0902625,0.0204474
2824,0.564438,0.5833
2825,0.0224664,0.700736
2826,0.424542,0.691794
2827,0.1366,0.904904
2828,0.00329671,0.558
2829,0.622009,0.668325
2830,0.92616,0.788079
2831,0.586935,0.597674
2832,0.228327,0.599261
2833,0.902076,0.992187
2834,0.176435,0.0534684
2835,0.699023,0.350017
2836,0.897589,0.916959
2837,0.091514,0.652669
2838,0.3779,0.217505
2839,0.699634,0.462386
2840,0.333089,0.643483
2841,0.716484,0.651601
2842,0.975946,0.57796
2843,0.686111,0.631733
2844,0.441026,0.416791
2845,0.966148,0.38789
2846,0.181013,0.499039
2847,0.1866,0.58211
2848,0.65464,0.114139
2849,0.98602,0.581988
2850,0.719902,0.263283
2851,0.0349512,0.634541
2852,0.936233,0.767083
2853,0.999145,0.655416
2854,0.0934371,0.557787
2855,0.715842,0.372723
2856,0.36572,0.189459
2857,0.664042,0.971587
2858,0.129579,0.376751
2859,0.836538,0.0605182
2860,0.349542,0.349834
2861,0.575519,0.844264
2862,0.105098,0.621296
2863,0.883425,0.968017
2864,0.978236,0.0188604
2865,0.313828,0.719718
2866,0.222894,0.177496
2867,0.9163,0.261361
2868,0.566697,0.723563
2869,0.949664,0.439192
2870,0.723352,0.754631
2871,0.359066,0.614185
2872,0.908242,0.539476
2873,0.408913,0.987518
2874,0.411477,0.264046
2875,0.542827,0.195166
2876,0.270269,0.751946
2877,0.607814,0.634205
2878,0.88254,0.0205084
2879,0.155678,0.189367
2880,0.668559,0.917631
2881,0.758669,0.873775
2882,0.223871,0.547136
2883,0.259219,0.508744
2884,0.444689,0.357952
2885,0.757814,0.0705588
2886,0.479701,0.264626
2887,0.0233517,0.848292
2888,0.684737,0.615131
2889,0.059127,0.215613
2890,0.653419,0.847255
2891,0.840293,0.744469
2892,0.504365,0.902646
2893,0.941087,0.700308
2894,0.53486,0.525437
2895,0.969383,0.791559
2896,0.736325,0.080752
2897,0.56978,0.514481
2898,0.129945,0.117313
2899,0.373748,0.672475
2900,0.0478938,0.189062
2901,0.77152,0.774346
2902,0.975641,0.0697348
2903,0.901801,0.160405
2904,0.023199,0.0666219
2905,0.912607,0.986694
2906,0.118895,0.290445
2907,0.468803,0.747459
2908,0.237424,0.0912809
2909,0.798932,0.955809
2910,0.0471917,0.0525224
2911,0.400336,0.0561541
2912,0.858028,0.569567
2913,0.999084,0.73925
2914,0.342643,0.752403
2915,0.586783,0.690909
2916,0.80174,0.808069
2917,0.496703,0.558397
2918,0.348932,0.802332
2919,0.610409,0.684744
2920,0.980586,0.397626
2921,0.080525,0.0707724
2922,0.628724,0.439406
2923,0.49884,0.198096
2924,0.665354,0.741966
2925,0.375855,0.909635
2926,0.492582,0.731254
2927,0.261905,0.626179
2928,0.501068,0.36137
2929,0.924878,0.897275
2930,0.382357,0.560747
2931,0.867949,0.770074
2932,0.202961,0.00320445
2933,0.222619,0.838984
2934,0.388645,0.870174
2935,0.815018,0.229255
2936,0.466056,0.0903653
2937,0.114988,0.302652
2938,0.684554,0.946471
2939,0.955678,0.670644
2940,0.118071,0.538591
2941,0.462241,0.291391
2942,0.156288,0.0288705
2943,0.728327,0.130894
2944,0.0491453,0.474532
2945,0.477686,0.214789
2946,0.0137363,0.0199286
2947,0.454304,0.00845363
2948,0.946825,0.88525
2949,0.646856,0.0654012
2950,0.658669,0.581347
2951,0.854731,0.900845
2952,0.368529,0.730583
2953,0.631777,0.206275
2954,0.594994,0.395672
2955,0.444353,0.944212
2956,0.186111,0.54976
2957,0.0688034,0.676473
2958,0.662302,0.875668
2959,0.960012,0.810999
2960,0.927198,0.0933561
2961,0.665293,0.420057
2962,0.370818,0.101718
2963,0.475855,0.0222175
2964,0.0494506,0.0119327
2965,0.499725,0.345286
2966,0.62323,0.269387
2967,0.367582,0.730155
2968,0.679976,0.13245
2969,0.93602,0.620258
2970,0.600458,0.427656
2971,0.775794,0.628071
2972,0.844322,0.353862
2973,0.0522894,0.110935
2974,0.0965507,0.789666
2975,0.728724,0.143376
2976,0.725244,0.693289
2977,0.996948,0.368114
2978,0.0812882,0.396924
2979,0.579915,0.570055
2980,0.975885,0.513565
2981,0.170147,0.0693686
2982,0.772253,0.418256
2983,0.915842,0.29667
2984,0.620696,0.46379
2985,0.647405,0.32255
2986,0.997894,0.864742
2987,0.590201,0.786645
2988,0.576984,0.164098
2989,0.740079,0.736534
2990,0.133822,0.00189215
2991,0.0427045,0.466384
2992,0.325092,0.165654
2993,0.10873,0.666097
2994,0.392552,0.240547
2995,0.55638,0.178198
2996,0.761783,0.217444
2997,0.330311,0.536668
2998,0.745788,0.787255
2999,0.609799,0.35374
3000,0.764866,0.370861
3001,0.325336,0.655568
3002,0.265446,0.835841
3003,0.983425,0.564318
3004,0.503816,0.953398
3005,0.554823,0.415662
3006,0.161233,0.581225
3007,0.771948,0.604572
3008,0.0244811,0.94293
3009,0.389591,0.297983
3010,0.295543,0.836695
3011,0.962912,0.765557
3012,0.140965,0.773339
3013,0.560379,0.579333
3014,0.459402,0.536027
3015,0.734371,0.453536
3016,0.164713,0.103397
3017,0.0934982,0.151219
3018,0.188767,0.901547
3019,0.130708,0.810663
3020,0.503968,0.579424
3021,0.640507,0.356578
3022,0.403907,0.559404
3023,0.271642,0.493912
3024,0.662271,0.123417
3025,0.604457,0.249855
3026,0.650916,0.383679
3027,0.74939,0.268502
3028,0.669811,0.778191
3029,0.973748,0.18778
3030,0.22909,0.349712
3031,0.37268,0.572008
3032,0.47674,0.63979
3033,0.26511,0.155889
3034,0.984737,0.179052
3035,0.913584,0.705222
3036,0.3413,0.909665
3037,0.486416,0.73809
3038,0.0497253,0.0561235
3039,0.00940171,0.806696
3040,0.742735,0.596667
3041,0.520543,0.134617
3042,0.312912,0.198859
3043,0.883669,0.266091
3044,0.851099,0.901181
3045,0.841941,0.135563
3046,0.896429,0.563799
3047,0.0321429,0.73397
3048,0.0851038,0.811792
3049,0.967827,0.455336
3050,0.426282,0.467238
3051,0.542125,0.382702
3052,0.789713,0.946318
3053,0.552747,0.334727
3054,0.374878,0.403912
3055,0.188736,0.576464
3056,0.561691,0.168035
3057,0.532143,0.817164
3058,0.255372,0.843867
3059,0.975946,0.604907
3060,0.260256,0.00878934
3061,0.21978,0.604541
3062,0.952778,0.289071
3063,0.268956,0.63805
3064,0.228114,0.429762
3065,0.768315,0.899808
3066,0.969109,0.371593
3067,0.182601,0.557878
3068,0.757448,0.951415
3069,0.89536,0.14182
3070,0.86804,0.273232
3071,0.37439,0.823206
3072,0.3308,0.684072
3073,0.285287,0.0393384
3074,0.696215,0.249306
3075,0.904029,0.0240791
3076,0.670391,0.289834
3077,0.570665,0.809656
3078,0.665293,0.536912
3079,0.312759,0.281716
3080,0.122192,0.407514
3081,0.29823,0.0289926
3082,0.874512,0.429273
3083,0.581197,0.150487
3084,0.412759,0.571703
3085,0.790568,0.000335709
3086,0.355617,0.797418
3087,0.117491,0.178167
3088,0.30293,0.157201
3089,0.303266,0.0449538
3090,0.222039,0.840083
3091,0.438309,0.780419
3092,0.176099,0.380291
3093,0.390476,0.624104
3094,0.201557,0.343883
3095,0.69246,0.586322
3096,0.0875458,0.887478
3097,0.878877,0.697104
3098,0.335989,0.234046
3099,0.688706,0.910581
3100,0.308822,0.963713
3101,0.360653,0.221961
3102,0.127473,0.697653
3103,0.580769,0.508896
3104,0.896856,0.890988
3105,0.611111,0.204779
3106,0.914377,0.660146
3107,0.867033,0.273171
3108,0.319963,0.488449
3109,0.833944,0.204291
3110,0.754762,0.897092
3111,0.86044,0.0219123
3112,0.672894,0.365459
3113,0.145085,0.697714
3114,0.603816,0.561357
3115,0.286264,0.0430006
3116,0.508394,0.918699
3117,0.198687,0.214026
3118,0.0611416,0.408032
3119,0.162698,0.544359
3120,0.822039,0.604877
3121,0.360592,0.64153
3122,0.472955,0.497604
3123,0.620421,0.669301
3124,0.216331,0.519852
3125,0.33837,0.614856
3126,0.667766,0.658895
3127,0.818101,0.232521
3128,0.780098,0.815912
3129,0.672314,0.388836
3130,0.10931,0.49324
3131,0.610379,0.832911
3132,0.708974,0.987762
3133,0.993437,0.104648
3134,0.747039,0.200629
3135,0.123748,0.499741
3136,0.204274,0.559404
3137,0.455922,0.854854
3138,0.342491,0.00970489
3139,0.896948,0.528245
3140,0.677198,0.202307
3141,0.249878,0.453597
3142,0.559402,0.492172
3143,0.740629,0.660848
3144,0.789927,0.816706
3145,0.59942,0.318094
3146,0.591209,0.543382
3147,0.977228,0.270394
3148,0.367705,0.606677
3149,0.153632,0.367595
3150,0.613065,0.310312
3151,0.210348,0.701682
3152,0.710714,0.681112
3153,0.177839,0.346355
3154,0.836508,0.847926
3155,0.286935,0.427107
3156,0.336325,0.210913
3157,0.447558,0.476516
3158,0.448779,0.78515
3159,0.602106,0.173528
3160,0.686477,0.674306
3161,0.25525,0.847377
3162,0.219017,0.782159
3163,0.407937,0.675741
3164,0.826984,0.221076
3165,0.434982,0.447371
3166,0.0504579,0.0598773
3167,0.28025,0.212958
3168,0.673779,0.687613
3169,0.809554,0.244636
3170,0.262302,0.782708
3171,0.399115,0.585467
3172,0.775366,0.293008
3173,0.968651,0.222785
3174,0.880495,0.576373
3175,0.800458,0.686056
3176,0.182418,0.548601
3177,0.783333,0.77813
3178,0.719719,0.961547
3179,0.254335,0.324168
3180,0.438278,0.411298
3181,0.562882,0.384167
3182,0.538645,0.984985
3183,0.927778,0.45793
3184,0.217308,0.212409
3185,0.260317,0.930204
3186,0.046978,0.828761
3187,0.484219,0.490555
3188,0.647619,0.3932
3189,0.633333,0.639912
3190,0.0489316,0.679861
3191,0.782265,0.787591
3192,0.844292,0.578112
3193,0.765965,0.976257
3194,0.50119,0.640156
3195,0.823016,0.0710776
3196,0.688553,0.0174566
3197,0.858883,0.438856
3198,0.76917,0.959166
3199,0.107906,0.847102
3200,0.381349,0.930174
3201,0.69243,0.660543
3202,0.861661,0.369915
3203,0.0605311,0.522172
3204,0.804151,0.778344
3205,0.670574,0.708457
3206,0.925092,0.810022
3207,0.66801,0.366283
3208,0.216209,0.00476089
3209,0.850458,0.99704
3210,0.778632,0.308267
3211,0.000122105,0.976989
3212,0.32381,0.264443
3213,0.865018,0.71807
3214,0.771886,0.318888
3215,0.763156,0.402295
3216,0.246581,0.681448
3217,0.1442,0.195044
3218,0.74591,0.284127
3219,0.539499,0.577685
3220,0.417888,0.162603
3221,0.342063,0.0672323
3222,0.378816,0.706626
3223,0.877198,0.234046
3224,0.94707,0.299112
3225,0.373199,0.710257
3226,0.698291,0.512803
3227,0.878083,0.932371
3228,0.475549,0.886898
3229,0.9692,0.799097
3230,0.0394078,0.988586
3231,0.446062,0.381787
3232,0.0598291,0.597858
3233,0.156654,0.420179
3234,0.234066,0.0685141
3235,0.84942,0.697043
3236,0.109371,0.832423
3237,0.568132,0.638356
3238,0.306624,0.259804
3239,0.752808,0.75164
3240,0.913034,0.285073
3241,0.985653,0.925199
3242,0.46337,0.982269
3243,0.377961,0.282815
3244,0.784524,0.254219
3245,0.0297314,0.3549
3246,0.652808,0.605365
3247,0.94649,0.905118
3248,0.359188,0.227058
3249,0.397314,0.974212
3250,0.479792,0.964293
3251,0.0612943,0.687796
3252,0.0713065,0.771386
3253,0.551801,0.25193
3254,0.754945,0.635182
3255,0.186844,0.453597
3256,0.344475,0.265236
3257,0.277686,0.0154729
3258,0.458822,0.751854
3259,0.877167,0.454085
3260,0.526221,0.495651
3261,0.00134311,0.77926
3262,0.405006,0.644459
3263,0.914927,0.578082
3264,0.0982296,0.657735
3265,0.285684,0.872433
3266,0.380281,0.0818201
3267,0.0143773,0.749992
3268,0.193559,0.785516
3269,0.40464,0.271493
3270,0.0451465,0.398663
3271,0.24536,0.673391
3272,0.950549,0.145604
3273,0.404762,0.544298
3274,0.375946,0.2884
3275,0.832295,0.576891
3276,0.736355,0.62508
3277,0.558883,0.811518
3278,0.927839,0.543809
3279,0.488523,0.117924
3280,0.772253,0.64449
3281,0.618437,0.132084
3282,0.70235,0.525712
3283,0.940018,0.101321
3284,0.188309,0.627949
3285,0.771459,0.218604
3286,0.900122,0.641591
3287,0.792979,0.168188
3288,0.0428877,0.560747
3289,0.711111,0.889248
3290,0.337912,0.615406
3291,0.405403,0.112064
3292,0.334829,0.666219
3293,0.722772,0.16184
3294,0.815201,0.829402
3295,0.915995,0.97821
3296,0.541728,0.733055
3297,0.193803,0.397412
3298,0.206502,0.519517
3299,0.0865385,0.6021
3300,0.71514,0.12421
3301,0.454853,0.398175
3302,0.566758,0.105686
3303,0.117766,0.744102
3304,0.663065,0.998749
3305,0.355433,0.867336
3306,0.0242979,0.437941
3307,0.0886447,0.475631
3308,0.251832,0.777581
3309,0.484432,0.13599
3310,0.74942,0.239967
3311,0.181654,0.973724
3312,0.358791,0.385113
3313,0.437607,0.564501
3314,0.773077,0.531114
3315,0.346093,0.380139
3316,0.505464,0.297006
3317,0.0410562,0.523209
3318,0.943529,0.308084
3319,0.557631,0.881008
3320,0.704823,0.926115
3321,0.936325,0.360088
3322,0.796825,0.267739
3323,0.329396,0.663472
3324,0.552137,0.377361
3325,0.431013,0.260567
3326,0.625519,0.85226
3327,0.632173,0.905667
3328,0.0913919,0.103397
3329,0.026862,0.406507
3330,0.525672,0.397443
3331,0.877625,0.455824
3332,0.488462,0.491379
3333,0.524603,0.339946
3334,0.70348,0.666311
3335,0.123169,0.357585
3336,0.0410256,0.913022
3337,0.116026,0.938444
3338,0.823046,0.548265
3339,0.154609,0.876736
3340,0.560073,0.268624
3341,0.370269,0.907743
3342,0.676496,0.205786
3343,0.599573,0.186499
3344,0.648718,0.556627
3345,0.5163,0.198462
3346,0.957845,0.449538
3347,0.73254,0.367168
3348,0.915507,0.499527
3349,0.932753,0.252876
3350,0.420482,0.623218
3351,0.124725,0.876431
3352,0.648474,0.758049
3353,0.247283,0.487838
3354,0.202595,0.779473
3355,0.796917,0.14655
3356,0.985043,0.764122
3357,0.9558,0.920438
3358,0.598138,0.428083
3359,0.0275946,0.465133
3360,0.105281,0.70455
3361,0.962057,0.342357
3362,0.0564713,0.637684
3363,0.480189,0.794794
3364,0.484768,0.686026
3365,0.95116,0.949614
3366,0.693834,0.772149
3367,0.796154,0.688864
3368,0.731593,0.61333
3369,0.996703,0.833125
3370,0.092094,0.643056
3371,0.318284,0.959197
3372,0.0456349,0.811396
3373,0.311355,0.237251
3374,0.674176,0.359478
3375,0.0965812,0.251686
3376,0.827625,0.92291
3377,0.547161,0.992187
3378,0.428632,0.656209
3379,0.832631,0.186743
3380,0.467308,0.112644
3381,0.548687,0.0260018
3382,0.272833,0.98175
3383,0.919719,0.22013
3384,0.848932,0.1095
3385,0.970024,0.363567
3386,0.829487,0.127323
3387,0.236569,0.880947
3388,0.596368,0.11771
3389,0.657357,0.517594
3390,0.901252,0.678243
3391,0.847985,0.54268
3392,0.597253,0.128513
3393,0.207021,0.678823
3394,0.424573,0.0686361
3395,0.268834,0.383831
3396,0.831227,0.663533
3397,0.602625,0.611133
3398,0.18257,0.521134
3399,0.451923,0.694266
3400,0.0370879,0.480789
3401,0.337851,0.657979
3402,0.0587912,0.652242
3403,0.149176,0.183172
3404,0.250214,0.275185
3405,0.934096,0.766472
3406,0.113614,0.0255135
3407,0.809188,0.445875
3408,0.737485,0.904172
3409,0.253938,0.935209
3410,0.264072,0.43263
3411,0.661294,0.244362
3412,0.366484,0.169897
3413,0.523199,0.992279
3414,0.848565,0.184698
3415,0.148199,0.759087
3416,0.937179,0.68981
3417,0.460562,0.109561
3418,0.85696,0.194403
3419,0.358913,0.467421
3420,0.5058,0.885678
3421,0.427717,0.959593
3422,0.109035,0.130314
3423,0.619414,0.805475
3424,0.237179,0.623646
3425,0.00180098,0.921079
3426,0.161081,0.42494
3427,0.899237,0.269173
3428,0.811111,0.535417
3429,0.879029,0.239845
3430,0.220971,0.417402
3431,0.187729,0.11127
3432,0.91746,0.552751
3433,0.512393,0.551012
3434,0.856258,0.41203
3435,0.498352,0.29017
3436,0.871184,0.685751
3437,0.395482,0.668416
3438,0.772833,0.934599
3439,0.654121,0.82693
3440,0.87677,0.576769
3441,0.391941,0.0481887
3442,0.448748,0.966552
3443,0.514744,0.226753
3444,0.974695,0.860927
3445,0.0214591,0.832575
3446,0.901526,0.439375
3447,0.798474,0.121403
3448,0.200427,0.864345
3449,0.107173,0.879452
3450,0.371215,0.770013
3451,0.15522,0.78811
3452,0.989042,0.671773
3453,0.690079,0.68508
3454,0.202686,0.718162
3455,0.65,0.702048
3456,0.35177,0.0943938
3457,0.617216,0.605396
3458,0.704121,0.347453
3459,0.307692,0.778191
3460,0.864286,0.569536
3461,0.71102,0.282296
3462,0.266117,0.371349
3463,0.881899,0.458785
3464,0.987607,0.522782
3465,0.923718,0.681417
3466,0.523291,0.664846
3467,0.49765,0.302866
3468,0.762027,0.22486
3469,0.384676,0.647481
3470,0.835226,0.22367
3471,0.330037,0.233924
3472,0.399756,0.673421
3473,0.747558,0.383282
3474,0.873504,0.351909
3475,0.970513,0.101993
3476,0.809371,0.531663
3477,0.740354,0.759087
3478,0.592186,0.359294
3479,0.638736,0.716575
3480,0.582753,0.654866
3481,0.329212,0.857997
3482,0.364957,0.549699
3483,0.898443,0.00628682
3484,0.477595,0.235969
3485,0.398596,0.664113
3486,0.568956,0.781823
3487,0.0286935,0.462111
3488,0.923748,0.101657
3489,0.354823,0.299478
3490,0.397222,0.383282
3491,0.712698,0.519486
3492,0.586538,0.189947
3493,0.560836,0.716239
3494,0.181563,0.699637
3495,0.193346,0.0367748
3496,0.519292,0.740806
3497,0.00631869,0.249611
3498,0.00567766,0.0593585
3499,0.56047,0.525254
3500,0.933059,0.23072
3501,0.121459,0.939238
3502,0.891056,0.436018
3503,0.316819,0.287301
3504,0.11746,0.583026
3505,0.138034,0.0236213
3506,0.335165,0.589038
3507,0.886996,0.119327
3508,0.544811,0.684347
3509,0.907234,0.515183
3510,0.487302,0.964232
3511,0.2192,0.735252
3512,0.683669,0.739372
3513,0.576923,0.261238
3514,0.736813,0.135258
3515,0.142002,0.566607
3516,0.559951,0.494583
3517,0.0389194,0.397809
3518,0.000824181,0.0676595
3519,0.626282,0.0966216
3520,0.591636,0.862423
3521,0.548199,0.602222
3522,0.490995,0.985809
3523,0.613217,0.382977
3524,0.730311,0.976989
3525,0.421917,0.0506607
3526,0.237118,0.125156
3527,0.563309,0.926603
3528,0.440781,0.212836
3529,0.22677,0.487289
3530,0.155464,0.150517
3531,0.38138,0.542467
3532,0.550275,0.197699
3533,0.357204,0.310526
